detector,kind,params,US_tr_n_days,US_tr_acc,US_tr_bull_recall,US_tr_bear_recall,US_tr_bal_acc,US_tr_switches_per_yr,US_tr_bear_phases,US_tr_bear_lag_med,US_tr_bear_lag_mean,US_tr_bull_lag_med,US_tr_missed_bears,US_tr_false_alarms,US_tr_bh_cagr,US_tr_bh_dd,US_tr_bh_calmar,US_tr_sw_cagr,US_tr_sw_dd,US_tr_sw_calmar,US_tr_inv_cagr,US_tr_inv_dd,US_tr_inv_calmar,US_te_n_days,US_te_acc,US_te_bull_recall,US_te_bear_recall,US_te_bal_acc,US_te_switches_per_yr,US_te_bear_phases,US_te_bear_lag_med,US_te_bear_lag_mean,US_te_bull_lag_med,US_te_missed_bears,US_te_false_alarms,US_te_bh_cagr,US_te_bh_dd,US_te_bh_calmar,US_te_sw_cagr,US_te_sw_dd,US_te_sw_calmar,US_te_inv_cagr,US_te_inv_dd,US_te_inv_calmar,JP_tr_n_days,JP_tr_acc,JP_tr_bull_recall,JP_tr_bear_recall,JP_tr_bal_acc,JP_tr_switches_per_yr,JP_tr_bear_phases,JP_tr_bear_lag_med,JP_tr_bear_lag_mean,JP_tr_bull_lag_med,JP_tr_missed_bears,JP_tr_false_alarms,JP_tr_bh_cagr,JP_tr_bh_dd,JP_tr_bh_calmar,JP_tr_sw_cagr,JP_tr_sw_dd,JP_tr_sw_calmar,JP_tr_inv_cagr,JP_tr_inv_dd,JP_tr_inv_calmar,JP_te_n_days,JP_te_acc,JP_te_bull_recall,JP_te_bear_recall,JP_te_bal_acc,JP_te_switches_per_yr,JP_te_bear_phases,JP_te_bear_lag_med,JP_te_bear_lag_mean,JP_te_bull_lag_med,JP_te_missed_bears,JP_te_false_alarms,JP_te_bh_cagr,JP_te_bh_dd,JP_te_bh_calmar,JP_te_sw_cagr,JP_te_sw_dd,JP_te_sw_calmar,JP_te_inv_cagr,JP_te_inv_dd,JP_te_inv_calmar,eligible,obj,sw_mean
"ma_band(L=100,b=0.0,k=1)",ma_band,"{""L"": 100, ""b"": 0.0, ""k"": 1}",13841,0.7367,0.7378,0.7311,0.7345,10.292,9,15.0,15.6,48.0,0,215,7.77,-49.15,0.158,5.53,-54.54,0.101,2.94,-70.51,0.042,5212,0.803,0.8008,0.8214,0.8111,11.004,4,5.0,5.0,20.0,0,96,9.18,-56.78,0.162,4.94,-26.77,0.185,-0.76,-60.59,-0.013,9860,0.7691,0.7751,0.7541,0.7646,8.653,14,16.0,18.1,30.0,0,110,6.27,-80.45,0.078,7.38,-30.55,0.242,6.83,-45.45,0.15,5069,0.7351,0.7247,0.7735,0.7491,13.465,11,14.0,14.1,21.5,0,112,7.0,-61.37,0.114,1.62,-40.06,0.04,-5.63,-82.4,-0.068,False,0.7495499999999999,9.4725
"ma_band(L=100,b=0.0,k=3)",ma_band,"{""L"": 100, ""b"": 0.0, ""k"": 3}",13841,0.738,0.7408,0.7249,0.7329,5.201,9,22.0,24.6,58.0,0,110,7.77,-49.15,0.158,4.71,-45.75,0.103,0.88,-67.92,0.013,5212,0.807,0.806,0.8158,0.8109,3.764,4,8.5,9.8,22.0,0,32,9.18,-56.78,0.162,7.78,-18.99,0.41,3.96,-38.81,0.102,9860,0.765,0.7741,0.7425,0.7583,3.801,14,18.5,23.4,32.0,0,46,6.27,-80.45,0.078,7.62,-35.13,0.217,6.89,-42.97,0.16,5069,0.7309,0.7252,0.7521,0.7387,5.454,11,16.5,18.9,23.5,1,42,7.0,-61.37,0.114,2.43,-35.46,0.068,-4.71,-86.16,-0.055,False,0.7456,4.5009999999999994
"ma_band(L=100,b=0.0,k=5)",ma_band,"{""L"": 100, ""b"": 0.0, ""k"": 5}",13841,0.733,0.7378,0.7101,0.724,3.891,9,30.0,28.2,65.0,0,81,7.77,-49.15,0.158,4.86,-35.65,0.136,1.13,-62.6,0.018,5212,0.812,0.8102,0.8269,0.8186,2.703,4,10.5,11.2,26.0,0,23,9.18,-56.78,0.162,6.99,-24.42,0.286,2.39,-55.71,0.043,9860,0.7614,0.7727,0.7334,0.7531,3.151,14,20.5,28.1,34.0,0,37,6.27,-80.45,0.078,6.73,-35.18,0.191,5.08,-40.48,0.126,5069,0.725,0.722,0.7363,0.7291,4.006,11,18.5,21.2,34.5,1,30,7.0,-61.37,0.114,1.8,-43.5,0.041,-5.99,-90.41,-0.066,False,0.73855,3.521
"ma_band(L=100,b=0.0,k=10)",ma_band,"{""L"": 100, ""b"": 0.0, ""k"": 10}",13841,0.7401,0.7485,0.7006,0.7246,2.437,9,35.0,47.9,70.0,0,49,7.77,-49.15,0.158,5.08,-36.11,0.141,1.49,-70.78,0.021,5212,0.8091,0.8126,0.779,0.7958,2.124,4,15.5,15.0,31.0,0,17,9.18,-56.78,0.162,6.69,-25.79,0.259,1.88,-45.26,0.041,9860,0.754,0.7726,0.7082,0.7404,2.151,14,33.0,37.2,35.5,1,22,6.27,-80.45,0.078,6.16,-46.39,0.133,3.92,-55.58,0.07,5069,0.7214,0.7295,0.6915,0.7105,2.606,11,24.0,26.8,43.5,2,17,7.0,-61.37,0.114,3.18,-37.84,0.084,-3.28,-84.75,-0.039,False,0.7324999999999999,2.2939999999999996
"ma_band(L=100,b=0.01,k=1)",ma_band,"{""L"": 100, ""b"": 0.01, ""k"": 1}",13841,0.7364,0.7376,0.7307,0.7342,4.582,9,21.0,22.3,61.0,0,97,7.77,-49.15,0.158,4.79,-49.62,0.097,0.95,-71.76,0.013,5212,0.8018,0.7987,0.8287,0.8137,4.537,4,7.0,8.5,20.0,0,39,9.18,-56.78,0.162,5.82,-23.64,0.246,0.24,-52.74,0.005,9860,0.7677,0.7741,0.752,0.7631,3.701,14,17.0,19.7,32.0,0,41,6.27,-80.45,0.078,7.1,-37.93,0.187,5.76,-50.97,0.113,5069,0.7262,0.718,0.7568,0.7374,6.612,11,15.0,17.2,26.5,0,52,7.0,-61.37,0.114,1.45,-42.12,0.034,-6.55,-87.14,-0.075,False,0.74865,4.1415
"ma_band(L=100,b=0.01,k=3)",ma_band,"{""L"": 100, ""b"": 0.01, ""k"": 3}",13841,0.7359,0.7408,0.713,0.7269,3.019,9,30.0,28.1,63.0,0,58,7.77,-49.15,0.158,5.16,-47.38,0.109,1.55,-61.98,0.025,5212,0.8166,0.8139,0.8398,0.8268,2.606,4,9.0,10.0,24.0,0,22,9.18,-56.78,0.162,6.66,-21.06,0.316,1.75,-43.74,0.04,9860,0.7649,0.7777,0.7334,0.7556,2.451,14,22.5,27.9,36.5,0,25,6.27,-80.45,0.078,7.63,-34.85,0.219,6.78,-45.87,0.148,5069,0.7153,0.711,0.7316,0.7213,3.62,11,17.5,20.3,39.5,1,26,7.0,-61.37,0.114,2.12,-44.05,0.048,-5.47,-90.47,-0.06,False,0.74125,2.7350000000000003
"ma_band(L=100,b=0.01,k=5)",ma_band,"{""L"": 100, ""b"": 0.01, ""k"": 5}",13841,0.7301,0.7371,0.6973,0.7172,2.546,9,32.0,31.4,65.0,0,50,7.77,-49.15,0.158,4.72,-40.86,0.116,0.75,-55.17,0.014,5212,0.8139,0.8122,0.8287,0.8204,2.124,4,11.0,11.5,26.0,0,17,9.18,-56.78,0.162,6.85,-23.67,0.289,2.07,-42.88,0.048,9860,0.76,0.7776,0.7169,0.7473,2.051,14,28.5,31.9,38.5,0,20,6.27,-80.45,0.078,7.01,-36.89,0.19,5.55,-44.17,0.126,5069,0.7143,0.7127,0.7204,0.7166,3.041,11,21.0,23.2,39.5,2,22,7.0,-61.37,0.114,2.57,-37.46,0.069,-4.51,-85.94,-0.052,False,0.73225,2.2984999999999998
"ma_band(L=100,b=0.01,k=10)",ma_band,"{""L"": 100, ""b"": 0.01, ""k"": 10}",13841,0.734,0.7491,0.6627,0.7059,1.746,9,51.0,62.4,70.0,0,33,7.77,-49.15,0.158,5.49,-35.29,0.156,2.26,-50.94,0.044,5212,0.7974,0.8021,0.7569,0.7795,1.834,4,20.5,19.0,53.0,0,14,9.18,-56.78,0.162,5.69,-27.27,0.209,-0.07,-48.26,-0.001,9860,0.7555,0.7766,0.7036,0.7401,1.551,14,36.0,39.7,42.0,1,13,6.27,-80.45,0.078,6.61,-37.46,0.176,4.75,-54.91,0.087,5069,0.7098,0.7155,0.6887,0.7021,2.22,11,26.0,27.7,47.0,2,13,7.0,-61.37,0.114,3.87,-35.43,0.109,-2.02,-76.6,-0.026,False,0.723,1.6484999999999999
"ma_band(L=100,b=0.02,k=1)",ma_band,"{""L"": 100, ""b"": 0.02, ""k"": 1}",13841,0.7362,0.7337,0.748,0.7409,2.728,9,28.0,26.3,62.0,0,53,7.77,-49.15,0.158,5.08,-48.71,0.104,1.33,-69.23,0.019,5212,0.7957,0.791,0.8361,0.8135,2.992,4,8.0,9.5,22.0,0,25,9.18,-56.78,0.162,5.81,-22.58,0.257,0.07,-47.68,0.002,9860,0.7554,0.7633,0.7359,0.7496,2.401,14,25.5,26.3,35.0,0,24,6.27,-80.45,0.078,7.62,-29.48,0.258,6.65,-40.16,0.166,5069,0.7207,0.7072,0.7707,0.739,3.62,11,16.5,18.3,34.5,1,26,7.0,-61.37,0.114,3.82,-34.4,0.111,-2.47,-76.83,-0.032,False,0.74525,2.5645
"ma_band(L=100,b=0.02,k=3)",ma_band,"{""L"": 100, ""b"": 0.02, ""k"": 3}",13841,0.7377,0.7481,0.6891,0.7186,1.964,9,41.0,44.6,64.0,0,37,7.77,-49.15,0.158,6.28,-35.45,0.177,3.65,-49.38,0.074,5212,0.8166,0.816,0.8214,0.8187,1.93,4,10.0,11.8,30.0,0,15,9.18,-56.78,0.162,7.22,-21.25,0.34,2.78,-41.07,0.068,9860,0.7622,0.7799,0.7187,0.7493,1.851,14,28.5,31.4,37.0,0,16,6.27,-80.45,0.078,7.43,-38.2,0.194,6.32,-45.77,0.138,5069,0.7065,0.6979,0.7381,0.718,2.847,11,19.5,21.6,44.0,1,19,7.0,-61.37,0.114,1.66,-37.9,0.044,-6.33,-90.65,-0.07,False,0.73395,1.9075
"ma_band(L=100,b=0.02,k=5)",ma_band,"{""L"": 100, ""b"": 0.02, ""k"": 5}",13841,0.738,0.7486,0.6878,0.7182,1.746,9,43.0,47.9,67.0,0,32,7.77,-49.15,0.158,5.37,-37.74,0.142,1.97,-48.87,0.04,5212,0.8185,0.8212,0.7956,0.8084,1.641,4,14.5,14.5,48.0,0,12,9.18,-56.78,0.162,5.97,-25.16,0.237,0.46,-44.05,0.01,9860,0.7581,0.7803,0.7036,0.7419,1.651,14,30.5,33.4,54.5,0,12,6.27,-80.45,0.078,6.7,-46.68,0.144,4.92,-52.17,0.094,5069,0.7088,0.703,0.7307,0.7168,2.365,11,25.0,24.1,44.0,2,15,7.0,-61.37,0.114,4.17,-32.96,0.126,-1.59,-73.8,-0.022,False,0.73005,1.6985000000000001
"ma_band(L=100,b=0.02,k=10)",ma_band,"{""L"": 100, ""b"": 0.02, ""k"": 10}",13841,0.7507,0.7644,0.6862,0.7253,1.309,9,59.0,67.1,77.5,0,23,7.77,-49.15,0.158,6.15,-35.29,0.174,3.51,-49.24,0.071,5212,0.8156,0.8197,0.7808,0.8003,1.351,4,9.5,13.8,53.0,0,10,9.18,-56.78,0.162,6.4,-33.84,0.189,1.47,-52.46,0.028,9860,0.7507,0.7644,0.7169,0.7407,1.4,14,37.0,38.0,69.0,1,11,6.27,-80.45,0.078,5.83,-41.87,0.139,3.18,-60.98,0.052,5069,0.6926,0.6927,0.6925,0.6926,1.93,11,32.0,26.9,52.0,2,11,7.0,-61.37,0.114,3.91,-37.1,0.105,-2.0,-76.83,-0.026,False,0.733,1.3544999999999998
"ma_band(L=100,b=0.03,k=1)",ma_band,"{""L"": 100, ""b"": 0.03, ""k"": 1}",13841,0.7417,0.7511,0.6977,0.7244,1.964,9,31.0,36.4,62.0,0,35,7.77,-49.15,0.158,5.28,-53.0,0.1,1.69,-72.51,0.023,5212,0.8043,0.8,0.8416,0.8208,2.124,4,8.5,9.8,33.0,0,17,9.18,-56.78,0.162,5.73,-25.29,0.226,-0.11,-51.82,-0.002,9860,0.7577,0.7713,0.7243,0.7478,2.001,14,27.0,30.4,36.0,0,18,6.27,-80.45,0.078,6.62,-37.66,0.176,4.67,-48.26,0.097,5069,0.7116,0.6964,0.7679,0.7322,2.847,11,18.0,19.7,37.5,1,19,7.0,-61.37,0.114,3.88,-38.24,0.101,-2.43,-72.28,-0.034,False,0.7361,1.9825
"ma_band(L=100,b=0.03,k=3)",ma_band,"{""L"": 100, ""b"": 0.03, ""k"": 3}",13841,0.7568,0.7664,0.7118,0.7391,1.491,9,53.0,60.1,69.0,0,28,7.77,-49.15,0.158,5.88,-36.8,0.16,2.97,-48.92,0.061,5212,0.8168,0.8184,0.8029,0.8107,1.737,4,13.0,14.0,35.0,0,13,9.18,-56.78,0.162,5.32,-26.63,0.2,-0.78,-48.2,-0.016,9860,0.7588,0.7777,0.7124,0.745,1.601,14,30.0,33.1,54.5,0,11,6.27,-80.45,0.078,6.08,-42.47,0.143,3.69,-47.64,0.077,5069,0.7116,0.7037,0.7409,0.7223,2.124,11,23.0,23.0,48.0,2,12,7.0,-61.37,0.114,3.62,-36.4,0.1,-2.61,-79.82,-0.033,False,0.74205,1.546
"ma_band(L=100,b=0.03,k=5)",ma_band,"{""L"": 100, ""b"": 0.03, ""k"": 5}",13841,0.7644,0.7871,0.6577,0.7224,1.237,9,49.0,69.1,68.5,0,22,7.77,-49.15,0.158,6.28,-33.24,0.189,3.81,-51.49,0.074,5212,0.8344,0.8338,0.8398,0.8368,1.448,4,7.0,7.5,51.0,0,10,9.18,-56.78,0.162,5.61,-27.39,0.205,-0.19,-53.74,-0.003,9860,0.7561,0.7712,0.719,0.7451,1.45,14,32.0,35.8,68.0,0,10,6.27,-80.45,0.078,5.94,-42.44,0.14,3.4,-52.22,0.065,5069,0.7098,0.703,0.7353,0.7191,2.027,11,25.0,24.8,49.0,2,12,7.0,-61.37,0.114,4.19,-31.88,0.132,-1.51,-73.63,-0.021,False,0.73375,1.3435000000000001
"ma_band(L=100,b=0.03,k=10)",ma_band,"{""L"": 100, ""b"": 0.03, ""k"": 10}",13841,0.7848,0.8125,0.6548,0.7337,0.873,9,80.0,81.3,77.5,0,14,7.77,-49.15,0.158,6.66,-35.13,0.189,4.59,-55.66,0.082,5212,0.8431,0.852,0.7661,0.8091,0.869,4,29.5,31.8,65.0,0,6,9.18,-56.78,0.162,7.91,-31.03,0.255,4.47,-52.48,0.085,9860,0.747,0.7699,0.6906,0.7303,1.3,14,43.0,42.1,70.0,1,9,6.27,-80.45,0.078,5.5,-42.64,0.129,2.6,-53.56,0.048,5069,0.6899,0.6857,0.7055,0.6956,1.641,11,27.0,21.2,53.0,3,10,7.0,-61.37,0.114,3.22,-47.07,0.068,-3.26,-77.45,-0.042,False,0.732,1.0865
"ma_band(L=100,b=0.05,k=1)",ma_band,"{""L"": 100, ""b"": 0.05, ""k"": 1}",13841,0.7567,0.774,0.6755,0.7247,1.055,9,54.0,76.9,71.0,0,18,7.77,-49.15,0.158,6.74,-30.9,0.218,4.52,-55.16,0.082,5212,0.7868,0.7665,0.9613,0.8639,1.062,4,2.5,5.2,49.0,0,8,9.18,-56.78,0.162,7.82,-16.33,0.479,3.63,-37.2,0.098,9860,0.7424,0.7475,0.7299,0.7387,1.45,14,31.5,33.5,68.5,0,10,6.27,-80.45,0.078,5.58,-38.81,0.144,2.56,-54.09,0.047,5069,0.6723,0.6451,0.7735,0.7093,1.834,11,23.5,22.7,52.0,1,10,7.0,-61.37,0.114,4.02,-28.63,0.14,-2.31,-74.35,-0.031,False,0.7317,1.2525
"ma_band(L=100,b=0.05,k=3)",ma_band,"{""L"": 100, ""b"": 0.05, ""k"": 3}",13841,0.7864,0.8107,0.6718,0.7412,0.836,9,65.0,79.8,75.5,0,14,7.77,-49.15,0.158,6.41,-37.63,0.17,4.02,-54.85,0.073,5212,0.8173,0.8209,0.7864,0.8037,1.062,4,24.0,29.0,51.0,0,8,9.18,-56.78,0.162,6.12,-23.94,0.256,0.72,-48.02,0.015,9860,0.7671,0.776,0.7454,0.7607,1.15,14,40.0,40.7,70.5,0,6,6.27,-80.45,0.078,6.46,-36.36,0.178,4.38,-49.42,0.089,5069,0.6826,0.6587,0.7717,0.7152,1.448,11,27.0,23.7,53.0,2,7,7.0,-61.37,0.114,3.72,-45.65,0.082,-2.57,-67.8,-0.038,False,0.75095,0.9929999999999999
"ma_band(L=100,b=0.05,k=5)",ma_band,"{""L"": 100, ""b"": 0.05, ""k"": 5}",13841,0.7882,0.8213,0.6322,0.7267,0.691,9,74.0,89.6,77.5,0,10,7.77,-49.15,0.158,7.12,-33.24,0.214,5.46,-57.8,0.095,5212,0.8066,0.812,0.7606,0.7863,0.772,4,30.0,32.5,53.0,0,5,9.18,-56.78,0.162,6.57,-31.56,0.208,1.7,-58.86,0.029,9860,0.7547,0.7994,0.6447,0.722,1.0,14,38.0,58.9,77.0,0,4,6.27,-80.45,0.078,6.21,-44.65,0.139,4.01,-60.99,0.066,5069,0.6688,0.6572,0.712,0.6846,1.448,11,29.0,30.8,54.0,2,7,7.0,-61.37,0.114,2.67,-46.88,0.057,-4.42,-78.63,-0.056,True,0.72435,0.8454999999999999
"ma_band(L=100,b=0.05,k=10)",ma_band,"{""L"": 100, ""b"": 0.05, ""k"": 10}",13841,0.7866,0.8584,0.4491,0.6537,0.509,9,162.0,148.4,82.5,0,6,7.77,-49.15,0.158,6.89,-34.55,0.199,5.18,-44.18,0.117,5212,0.8037,0.8212,0.6538,0.7375,0.676,4,47.5,47.0,77.0,0,4,9.18,-56.78,0.162,6.37,-30.59,0.208,1.65,-61.97,0.027,9860,0.7548,0.8147,0.6075,0.7111,0.8,14,43.0,74.7,73.0,1,3,6.27,-80.45,0.078,6.54,-53.94,0.121,4.73,-69.37,0.068,5069,0.7066,0.7117,0.6878,0.6998,0.965,11,34.0,26.1,24.0,4,5,7.0,-61.37,0.114,5.38,-31.97,0.168,0.95,-56.77,0.017,True,0.6823999999999999,0.6545000000000001
"ma_band(L=150,b=0.0,k=1)",ma_band,"{""L"": 150, ""b"": 0.0, ""k"": 1}",13841,0.755,0.7599,0.732,0.7459,7.128,9,21.0,22.6,71.0,0,147,7.77,-49.15,0.158,6.95,-41.45,0.168,5.46,-50.88,0.107,5212,0.84,0.8357,0.8766,0.8562,10.135,4,8.0,9.0,35.0,0,90,9.18,-56.78,0.162,4.25,-28.99,0.147,-2.09,-65.67,-0.032,9860,0.7843,0.7901,0.7699,0.78,6.702,14,17.5,26.6,36.5,0,86,6.27,-80.45,0.078,7.44,-33.68,0.221,6.75,-52.17,0.129,5069,0.7439,0.7305,0.794,0.7623,12.259,11,10.0,13.1,33.0,1,103,7.0,-61.37,0.114,1.98,-41.08,0.048,-5.07,-85.3,-0.059,False,0.76295,6.915
"ma_band(L=150,b=0.0,k=3)",ma_band,"{""L"": 150, ""b"": 0.0, ""k"": 3}",13841,0.7551,0.761,0.727,0.744,3.528,9,31.0,28.3,80.0,0,69,7.77,-49.15,0.158,6.79,-33.11,0.205,4.79,-39.45,0.122,5212,0.8411,0.8364,0.8821,0.8593,2.992,4,10.0,10.5,37.0,0,24,9.18,-56.78,0.162,8.33,-20.64,0.403,5.0,-31.38,0.159,9860,0.7827,0.7903,0.7639,0.7771,2.551,14,24.0,30.3,45.0,0,29,6.27,-80.45,0.078,8.14,-31.37,0.259,7.74,-48.51,0.159,5069,0.7355,0.7262,0.7698,0.748,4.73,11,15.0,17.4,44.5,1,35,7.0,-61.37,0.114,2.19,-45.42,0.048,-5.14,-87.73,-0.059,False,0.7605500000000001,3.0395000000000003
"ma_band(L=150,b=0.0,k=5)",ma_band,"{""L"": 150, ""b"": 0.0, ""k"": 5}",13841,0.7535,0.7612,0.7171,0.7392,2.8,9,33.0,35.2,84.5,0,56,7.77,-49.15,0.158,5.91,-38.27,0.155,3.11,-54.26,0.057,5212,0.8411,0.8381,0.8674,0.8527,2.317,4,14.5,13.2,39.0,0,19,9.18,-56.78,0.162,6.27,-25.92,0.242,1.08,-47.03,0.023,9860,0.7775,0.7898,0.7471,0.7685,2.001,14,26.0,31.9,63.0,0,19,6.27,-80.45,0.078,7.68,-38.09,0.202,6.81,-54.83,0.124,5069,0.7246,0.716,0.7568,0.7364,3.378,11,18.0,22.6,49.0,2,25,7.0,-61.37,0.114,2.58,-47.95,0.054,-4.5,-87.04,-0.052,False,0.7538499999999999,2.4005
"ma_band(L=150,b=0.0,k=10)",ma_band,"{""L"": 150, ""b"": 0.0, ""k"": 10}",13841,0.75,0.7598,0.7039,0.7319,1.855,9,52.0,54.7,94.0,0,37,7.77,-49.15,0.158,5.8,-33.24,0.174,2.86,-47.1,0.061,5212,0.8463,0.8462,0.8471,0.8467,1.448,4,24.0,20.8,44.0,0,12,9.18,-56.78,0.162,6.42,-33.84,0.19,1.58,-52.46,0.03,9860,0.7662,0.7806,0.731,0.7558,1.551,14,36.0,38.5,68.0,1,13,6.27,-80.45,0.078,6.91,-37.44,0.185,5.29,-51.71,0.102,5069,0.7319,0.7277,0.7474,0.7376,2.027,11,23.0,25.0,53.0,2,13,7.0,-61.37,0.114,4.93,-37.48,0.132,-0.05,-67.26,-0.001,False,0.74385,1.7029999999999998
"ma_band(L=150,b=0.01,k=1)",ma_band,"{""L"": 150, ""b"": 0.01, ""k"": 1}",13841,0.7566,0.7587,0.7468,0.7527,3.091,9,28.0,30.1,78.0,0,59,7.77,-49.15,0.158,6.4,-40.22,0.159,3.96,-53.26,0.074,5212,0.8379,0.8332,0.8785,0.8558,4.054,4,8.5,9.2,37.0,0,33,9.18,-56.78,0.162,5.64,-25.13,0.224,-0.06,-55.75,-0.001,9860,0.787,0.7947,0.7682,0.7814,2.501,14,23.5,28.9,36.5,0,27,6.27,-80.45,0.078,7.76,-36.33,0.213,6.93,-54.53,0.127,5069,0.7343,0.7222,0.7791,0.7507,5.598,11,13.5,17.9,40.5,1,44,7.0,-61.37,0.114,1.58,-48.56,0.033,-6.39,-88.66,-0.072,False,0.76705,2.7960000000000003
"ma_band(L=150,b=0.01,k=3)",ma_band,"{""L"": 150, ""b"": 0.01, ""k"": 3}",13841,0.7524,0.757,0.7307,0.7439,2.146,9,37.0,39.6,83.5,0,43,7.77,-49.15,0.158,5.94,-39.33,0.151,3.08,-54.81,0.056,5212,0.8457,0.8447,0.8545,0.8496,2.124,4,13.0,12.0,39.0,0,16,9.18,-56.78,0.162,6.68,-23.38,0.286,1.84,-36.97,0.05,9860,0.7751,0.7861,0.7478,0.767,1.651,14,27.0,32.4,62.0,0,13,6.27,-80.45,0.078,7.71,-34.6,0.223,6.85,-46.01,0.149,5069,0.7289,0.7167,0.7745,0.7456,2.896,11,16.0,21.9,48.0,2,21,7.0,-61.37,0.114,2.87,-42.58,0.067,-4.02,-83.13,-0.048,False,0.75545,1.8984999999999999
"ma_band(L=150,b=0.01,k=5)",ma_band,"{""L"": 150, ""b"": 0.01, ""k"": 5}",13841,0.7457,0.755,0.7019,0.7284,1.746,9,43.0,52.2,91.5,0,35,7.77,-49.15,0.158,6.43,-33.24,0.193,4.03,-38.4,0.105,5212,0.8484,0.8445,0.8821,0.8633,1.448,4,15.0,13.5,51.0,0,11,9.18,-56.78,0.162,6.86,-24.06,0.285,2.15,-42.73,0.05,9860,0.7702,0.7837,0.7369,0.7603,1.45,14,29.0,33.4,64.0,0,11,6.27,-80.45,0.078,7.54,-38.26,0.197,6.5,-48.4,0.134,5069,0.7276,0.7145,0.7763,0.7454,2.124,11,18.0,21.7,50.0,2,14,7.0,-61.37,0.114,4.49,-39.79,0.113,-1.02,-72.52,-0.014,False,0.7443500000000001,1.5979999999999999
"ma_band(L=150,b=0.01,k=10)",ma_band,"{""L"": 150, ""b"": 0.01, ""k"": 10}",13841,0.7477,0.7632,0.6746,0.7189,1.309,9,60.0,68.9,96.5,0,24,7.77,-49.15,0.158,6.08,-34.55,0.176,3.38,-50.94,0.066,5212,0.8411,0.8407,0.8453,0.843,1.062,4,24.0,21.0,76.0,0,8,9.18,-56.78,0.162,7.75,-29.53,0.263,4.1,-49.55,0.083,9860,0.7559,0.77,0.7212,0.7456,1.25,14,43.0,41.6,69.0,1,9,6.27,-80.45,0.078,6.9,-33.44,0.206,5.22,-56.4,0.093,5069,0.7293,0.7222,0.7558,0.739,1.641,11,23.0,25.6,55.0,2,10,7.0,-61.37,0.114,4.89,-31.02,0.158,-0.15,-65.81,-0.002,False,0.7322500000000001,1.2795
"ma_band(L=150,b=0.02,k=1)",ma_band,"{""L"": 150, ""b"": 0.02, ""k"": 1}",13841,0.7533,0.7552,0.7443,0.7497,2.037,9,30.0,34.8,82.0,0,41,7.77,-49.15,0.158,6.38,-38.65,0.165,3.82,-47.92,0.08,5212,0.8394,0.8329,0.895,0.864,2.124,4,8.5,9.8,38.0,0,17,9.18,-56.78,0.162,6.89,-24.87,0.277,2.12,-37.62,0.056,9860,0.7739,0.7837,0.7499,0.7668,1.651,14,24.0,30.9,61.5,0,14,6.27,-80.45,0.078,7.7,-35.62,0.216,6.75,-50.39,0.134,5069,0.7238,0.7057,0.7912,0.7485,2.896,11,14.5,20.1,47.5,1,20,7.0,-61.37,0.114,3.99,-36.92,0.108,-2.14,-75.99,-0.028,False,0.7582500000000001,1.8439999999999999
